"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
28,"ABBONAMENTO MUSEI RIDOTTO","10152",8,1,39,73,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",1,0,4,77,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",3,0,8,68,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",0,4,0,69,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",5,10,49,66,"1"
44,"ABBONAMENTI MUSEI TORINO","13900",6,6,72,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",6,5,42,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",1,3,13,63,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10155",5,9,72,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",6,5,17,66,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10155",5,10,52,27,"0"
44,"ABBONAMENTI MUSEI TORINO","28100",0,5,0,42,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",0,9,0,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",4,5,14,36,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10151",4,1,11,39,"0"
49,"ABBONAMENTI MUSEI TORINO","10024",0,3,0,59,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",0,2,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",2,1,20,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10151",2,3,19,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10036",1,6,4,77,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",1,1,5,9,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",0,4,0,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",1,0,6,19,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",3,6,10,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12045",2,0,0,45,"1"
49,"ABBONAMENTI MUSEI TORINO","10143",0,0,0,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",0,0,0,53,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10100",4,3,31,52,"0"
49,"ABBONAMENTI MUSEI TORINO","10152",4,2,8,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",8,17,70,66,"0"
49,"ABBONAMENTI MUSEI TORINO","10099",0,1,0,61,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",0,7,0,78,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",0,6,0,75,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10148",8,3,42,71,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10024",0,2,0,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,3,4,52,"0"
49,"ABBONAMENTI MUSEI TORINO","10147",4,1,26,39,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",5,0,10,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",0,2,0,38,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10132",0,9,0,60,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10090",2,9,9,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,5,0,45,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",5,7,40,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",4,6,26,55,"0"
49,"ABBONAMENTI MUSEI TORINO","10141",2,29,29,37,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10088",0,0,0,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",6,2,58,73,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10040",2,2,7,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",4,1,21,62,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",0,10,0,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",0,7,0,25,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10145",2,7,4,76,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",3,14,84,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10148",1,5,6,78,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",0,11,0,55,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10146",1,20,4,36,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",4,9,51,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",0,5,0,65,"0"
49,"ABBONAMENTI MUSEI TORINO","10078",0,12,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",2,3,4,74,"1"
44,"ABBONAMENTI MUSEI TORINO","10141",1,2,4,55,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",6,8,31,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10127",5,6,66,45,"0"
49,"ABBONAMENTI MUSEI TORINO","10145",0,2,0,27,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","14030",1,6,3,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",2,14,17,72,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10028",7,4,67,42,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,14,0,29,"0"
28,"OFFERTA CONVENZIONE 28€","10071",1,0,0,19,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10042",1,7,10,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,11,93,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",8,4,43,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",3,8,9,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10154",2,10,4,31,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10073",2,13,39,70,"0"
49,"ABBONAMENTI MUSEI TORINO","10128",0,0,0,34,"1"
28,"OFFERTA CONVENZIONE 28€","12030",2,3,2,18,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10152",0,1,0,33,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10123",8,0,40,36,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10093",2,3,5,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10133",8,6,69,74,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10151",8,12,75,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",5,5,50,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",6,2,36,32,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","28041",0,4,0,22,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",8,8,80,69,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10128",0,2,0,61,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10138",1,15,1,20,"0"
44,"ABBONAMENTI MUSEI TORINO","10128",6,11,22,56,"0"
49,"ABBONAMENTI MUSEI TORINO","10122",1,5,19,55,"1"
49,"ABBONAMENTI MUSEI TORINO","10124",3,1,8,56,"1"
44,"ABBONAMENTI MUSEI TORINO","10154",3,4,15,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10128",8,9,53,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,10,0,22,"1"
44,"ABBONAMENTI MUSEI TORINO","10153",4,21,34,45,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",3,3,16,22,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",4,26,82,72,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10134",0,9,0,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10129",5,3,26,73,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10071",2,1,3,20,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",0,10,0,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",1,5,9,57,"0"
44,"ABBONAMENTI MUSEI TORINO","21047",1,32,40,44,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10045",0,0,0,70,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",8,15,87,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",8,38,165,71,"0"
28,"OFFERTA CONVENZIONE 28€","10136",1,0,5,16,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,3,0,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10098",8,12,126,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",2,8,12,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",1,8,7,52,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10100",0,7,0,27,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","12051",0,1,0,20,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10036",1,12,4,33,"1"
44,"ABBONAMENTI MUSEI TORINO","10149",0,3,0,41,"1"
44,"ABBONAMENTI MUSEI TORINO","10143",1,9,6,43,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10137",5,12,49,76,"1"
44,"ABBONAMENTI MUSEI TORINO","57128",0,7,0,64,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,11,0,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,0,28,71,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10042",0,9,0,37,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10060",3,15,14,34,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10098",2,4,17,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",0,5,0,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",3,1,4,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10067",7,2,27,47,"0"
49,"ABBONAMENTI MUSEI TORINO","10128",5,5,40,39,"1"
44,"ABBONAMENTI MUSEI TORINO","10040",3,5,29,52,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10131",4,9,21,66,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",4,7,6,22,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,2,0,45,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10144",7,7,65,66,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10145",3,6,9,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",7,0,28,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",8,4,40,75,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",5,2,26,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",6,1,24,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10026",0,1,0,23,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10133",6,4,28,73,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10020",1,2,2,17,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",7,7,56,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",3,2,9,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",0,13,0,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",1,9,11,35,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10122",0,0,0,43,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10147",5,3,45,61,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10136",2,15,18,46,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",2,2,22,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,0,5,42,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10145",2,3,10,66,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10153",0,5,0,35,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10152",0,5,0,25,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10151",6,19,116,52,"1"
44,"ABBONAMENTI MUSEI TORINO","10099",5,7,36,59,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10155",0,7,0,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10141",2,8,13,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",8,4,62,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10090",0,1,0,70,"0"
44,"ABBONAMENTI MUSEI TORINO","46029",8,1,76,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",6,6,89,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10129",1,4,4,63,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10028",2,2,13,29,"1"
44,"ABBONAMENTI MUSEI TORINO","10155",4,3,29,63,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10129",0,1,0,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",2,10,21,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",3,3,27,48,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",4,1,10,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",7,12,22,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",0,3,0,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",3,10,41,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",8,4,46,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","11100",6,4,33,70,"0"
44,"ABBONAMENTI MUSEI TORINO","11100",3,1,7,33,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",2,5,9,56,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10036",0,17,0,30,"0"
49,"ABBONAMENTI MUSEI TORINO","16137",0,30,0,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10064",5,8,20,42,"1"
49,"ABBONAMENTI MUSEI TORINO","10090",2,10,28,44,"0"
49,"ABBONAMENTI MUSEI TORINO","72020",0,8,0,32,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","73048",0,4,0,25,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",1,1,5,66,"0"
44,"ABBONAMENTI MUSEI TORINO","13886",0,18,0,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",1,1,3,58,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",0,1,0,74,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10149",6,1,13,21,"0"
49,"ABBONAMENTI MUSEI TORINO","10094",0,0,0,60,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",4,13,49,60,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10134",0,1,0,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",8,35,145,44,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10152",2,0,14,45,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",7,1,27,37,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10100",2,1,0,36,"1"
44,"ABBONAMENTI MUSEI TORINO","10042",2,4,6,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10149",0,8,0,71,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10129",0,2,0,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,5,4,36,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",1,2,6,68,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10020",6,14,98,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",1,7,12,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10155",1,12,15,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,0,16,55,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10136",6,2,15,50,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","87040",1,1,12,24,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10099",7,4,42,56,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",6,21,136,87,"0"
44,"ABBONAMENTI MUSEI TORINO","10048",1,4,4,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10082",0,1,0,46,"1"
44,"ABBONAMENTI MUSEI TORINO","10024",7,6,51,63,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10024",4,6,26,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10149",4,3,20,65,"0"
49,"ABBONAMENTI MUSEI TORINO","10122",2,10,19,53,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10135",4,7,16,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10153",3,3,34,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",1,3,6,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",5,7,22,71,"1"
49,"ABBONAMENTI MUSEI TORINO","10024",0,0,0,62,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10098",0,2,0,59,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10043",1,2,6,30,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",3,11,24,73,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10153",4,19,79,61,"0"
44,"ABBONAMENTI MUSEI TORINO","12042",2,14,22,52,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10126",0,9,0,25,"1"
44,"ABBONAMENTI MUSEI TORINO","10131",3,2,19,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10099",4,10,54,66,"0"
49,"ABBONAMENTI MUSEI TORINO","10135",0,3,0,54,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10136",3,0,7,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10133",2,5,17,25,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10042",0,4,0,67,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10048",1,12,5,25,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",0,14,0,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",2,2,8,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","20092",8,17,146,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10155",2,3,24,63,"0"
28,"OFFERTA CONVENZIONE 28€","13019",1,3,1,34,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",0,2,0,14,"0"
49,"ABBONAMENTI MUSEI TORINO","10095",0,11,0,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",4,13,30,78,"0"
49,"ABBONAMENTI MUSEI TORINO","10023",6,3,12,40,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","15121",2,3,7,30,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","13100",2,0,3,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",6,3,21,38,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","14054",0,1,0,74,"1"
44,"ABBONAMENTI MUSEI TORINO","28887",2,14,26,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",8,2,44,33,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10024",0,11,0,45,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","13044",0,2,0,31,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10034",0,6,0,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",2,5,31,47,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10098",5,21,51,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",2,1,14,64,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10123",1,4,2,23,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,12,0,38,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",5,6,48,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",2,1,5,69,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",3,1,28,17,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",1,2,3,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","13100",1,0,3,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,7,38,53,"0"
44,"ABBONAMENTI MUSEI TORINO","10022",2,1,22,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10036",5,7,24,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",2,2,8,23,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10155",1,0,2,24,"1"
49,"ABBONAMENTI MUSEI TORINO","10135",0,12,0,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",5,13,55,70,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10152",0,0,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",1,17,18,23,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10141",1,0,2,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",4,6,44,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",2,10,36,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",0,12,0,47,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","15121",2,8,11,25,"1"
49,"ABBONAMENTI MUSEI TORINO","10136",0,3,0,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",8,8,133,46,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10141",0,0,0,41,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","13836",7,6,55,48,"0"
49,"ABBONAMENTI MUSEI TORINO","10055",0,4,0,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",3,4,30,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10043",2,2,10,46,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",3,1,11,49,"0"
49,"ABBONAMENTI MUSEI TORINO","10043",2,12,10,38,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",1,7,6,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",1,13,52,40,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10147",0,4,0,40,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10153",0,11,0,50,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10143",6,3,25,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",5,5,57,51,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10043",0,7,0,63,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10153",1,10,25,25,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10043",0,7,0,75,"1"
28,"OFFERTA CONVENZIONE 28€","10154",1,5,13,29,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10093",0,4,0,25,"0"
49,"ABBONAMENTI MUSEI TORINO","10147",0,0,0,59,"1"
44,"ABBONAMENTI MUSEI TORINO","10099",2,2,11,36,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",3,3,27,74,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",7,5,32,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",7,4,31,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",1,23,29,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10071",0,2,0,63,"1"
49,"ABBONAMENTI MUSEI TORINO","10146",0,0,0,27,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",5,6,37,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",4,9,28,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",8,6,75,43,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",1,5,4,36,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",4,0,13,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",1,11,4,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",1,6,12,33,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",2,11,21,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10090",4,2,27,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","20153",0,0,0,68,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10095",8,7,80,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",5,7,71,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",2,7,24,52,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10099",0,1,0,66,"1"
44,"ABBONAMENTI MUSEI TORINO","10149",5,25,88,31,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",8,9,49,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",7,0,25,49,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",0,1,0,39,"1"
49,"ABBONAMENTI MUSEI TORINO","10153",0,3,0,46,"1"
44,"ABBONAMENTI MUSEI TORINO","10142",3,4,13,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",5,5,33,64,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10144",0,9,0,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,10,26,29,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10100",0,3,0,29,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10059",0,0,0,20,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10135",1,2,6,70,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10127",0,15,0,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",8,21,119,48,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10135",7,4,51,38,"0"
30,"OFFERTA SU QUANTITATIVO 30€","20127",6,6,30,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10059",1,1,1,22,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10135",0,2,0,42,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10141",0,1,0,35,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",5,7,40,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10156",2,3,14,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10083",2,22,27,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",0,5,0,63,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10122",0,0,0,78,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10010",1,1,8,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10010",0,12,0,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10147",4,1,1,28,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",4,3,20,44,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10095",1,3,3,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10026",5,3,30,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10155",3,6,18,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",8,10,58,46,"0"
49,"ABBONAMENTI MUSEI TORINO","10099",0,1,0,53,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10078",1,14,6,50,"1"
44,"ABBONAMENTI MUSEI TORINO","10100",4,2,18,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10128",8,2,33,60,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10036",4,1,35,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10023",0,2,0,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",7,7,42,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10061",3,8,23,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",7,18,90,76,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10125",2,14,14,61,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10064",1,1,6,45,"0"
44,"ABBONAMENTI MUSEI TORINO","10133",5,2,28,27,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",1,10,12,53,"0"
44,"ABBONAMENTI MUSEI TORINO","12045",2,1,15,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",4,1,30,17,"0"
